TIME_PERIOD#es;TIME_PERIOD_CODE;SEXO#es;SEXO_CODE;ACCIDENTE_GRAVEDAD#es;ACCIDENTE_GRAVEDAD_CODE;TIPO_TRABAJO#es;TIPO_TRABAJO_CODE;TRABAJO_HABITUAL#es;TRABAJO_HABITUAL_CODE;OBS_VALUE;CONFIDENCIALIDAD_OBSERVACION#es;NOTAS_OBSERVACION#es;ESTADO_OBSERVACION#es
2018;2018;Mujeres;F;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2018;2018;Hombres;M;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;1;;;
2018;2018;Total;_T;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;1;;;
2019;2019;Mujeres;F;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2019;2019;Hombres;M;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2019;2019;Total;_T;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2020;2020;Mujeres;F;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2020;2020;Hombres;M;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2020;2020;Total;_T;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2021;2021;Mujeres;F;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2021;2021;Hombres;M;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2021;2021;Total;_T;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2022;2022;Mujeres;F;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2022;2022;Hombres;M;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2022;2022;Total;_T;Mortal;MORTAL;Trabajos relacionados con alguna de las tareas anteriores;5;No;NO;0;;;
2003;2003;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2003;2003;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2003;2003;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2004;2004;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2004;2004;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2004;2004;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2005;2005;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2005;2005;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2005;2005;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2006;2006;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2006;2006;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2006;2006;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2007;2007;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2007;2007;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2007;2007;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2008;2008;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2008;2008;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2008;2008;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2009;2009;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2009;2009;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2009;2009;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2010;2010;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2010;2010;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;1;;;
2010;2010;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;1;;;
2011;2011;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2011;2011;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2011;2011;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2012;2012;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2012;2012;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2012;2012;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2013;2013;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2013;2013;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2013;2013;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2014;2014;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2014;2014;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2014;2014;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2015;2015;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2015;2015;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2015;2015;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2016;2016;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2016;2016;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;1;;;
2016;2016;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;1;;;
2017;2017;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2017;2017;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;1;;;
2017;2017;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;1;;;
2018;2018;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2018;2018;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2018;2018;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2019;2019;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2019;2019;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2019;2019;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2020;2020;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2020;2020;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2020;2020;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2021;2021;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2021;2021;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;1;;;
2021;2021;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;1;;;
2022;2022;Mujeres;F;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2022;2022;Hombres;M;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2022;2022;Total;_T;Mortal;MORTAL;Producción, transformación, tratamiento, almacenamiento;1;No;NO;0;;;
2003;2003;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2003;2003;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;3;;;
2003;2003;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;4;;;
2004;2004;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2004;2004;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;3;;;
2004;2004;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;3;;;
2005;2005;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2005;2005;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;2;;;
2005;2005;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;2;;;
2006;2006;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2006;2006;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;5;;;
2006;2006;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;5;;;
2007;2007;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2007;2007;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;12;;;
2007;2007;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;12;;;
2008;2008;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2008;2008;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2008;2008;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2009;2009;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2009;2009;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2009;2009;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2010;2010;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2010;2010;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2010;2010;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2011;2011;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2011;2011;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2011;2011;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2012;2012;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2012;2012;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2012;2012;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2013;2013;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2013;2013;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2013;2013;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2014;2014;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2014;2014;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2014;2014;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2015;2015;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2015;2015;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2015;2015;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2016;2016;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2016;2016;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2016;2016;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2017;2017;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2017;2017;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2017;2017;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2018;2018;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2018;2018;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;2;;;
2018;2018;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;2;;;
2019;2019;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2019;2019;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2019;2019;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2020;2020;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2020;2020;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2020;2020;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;1;;;
2021;2021;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2021;2021;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;2;;;
2021;2021;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;2;;;
2022;2022;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;0;;;
2022;2022;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;2;;;
2022;2022;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Labores movimiento tierras, construcción, mantenimiento, demolición;2;No;NO;2;;;
2003;2003;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2003;2003;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2003;2003;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2004;2004;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2004;2004;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2004;2004;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2005;2005;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;2;;;
2005;2005;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2005;2005;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;2;;;
2006;2006;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2006;2006;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2006;2006;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2007;2007;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2007;2007;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2007;2007;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2008;2008;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2008;2008;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2008;2008;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2009;2009;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2009;2009;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2009;2009;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2010;2010;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2010;2010;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2010;2010;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2011;2011;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2011;2011;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;2;;;
2011;2011;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;3;;;
2012;2012;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2012;2012;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2012;2012;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2013;2013;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2013;2013;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2013;2013;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2014;2014;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2014;2014;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;3;;;
2014;2014;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;3;;;
2015;2015;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2015;2015;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2015;2015;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2016;2016;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2016;2016;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2016;2016;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2017;2017;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2017;2017;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2017;2017;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;2;;;
2018;2018;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2018;2018;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;2;;;
2018;2018;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;2;;;
2019;2019;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;2;;;
2019;2019;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2019;2019;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;2;;;
2020;2020;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2020;2020;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2020;2020;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;1;;;
2021;2021;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2021;2021;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2021;2021;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2022;2022;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2022;2022;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2022;2022;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Servicios a empresas/personas y trabajos intelectuales;4;No;NO;0;;;
2003;2003;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Otros tipos de trabajo no codificados en esta clasificación;9;No;NO;1;;;
2003;2003;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Otros tipos de trabajo no codificados en esta clasificación;9;No;NO;2;;;
2003;2003;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Otros tipos de trabajo no codificados en esta clasificación;9;No;NO;3;;;
2004;2004;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Otros tipos de trabajo no codificados en esta clasificación;9;No;NO;1;;;
2004;2004;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Otros tipos de trabajo no codificados en esta clasificación;9;No;NO;3;;;
2004;2004;Total;_T;Grave o muy grave;GRAVE_MUY_GRAVE;Otros tipos de trabajo no codificados en esta clasificación;9;No;NO;4;;;
2005;2005;Mujeres;F;Grave o muy grave;GRAVE_MUY_GRAVE;Otros tipos de trabajo no codificados en esta clasificación;9;No;NO;0;;;
2005;2005;Hombres;M;Grave o muy grave;GRAVE_MUY_GRAVE;Otros tipos de trabajo no codificados en esta clasificación;9;No;NO;0;;;
